Cartera,Subdirección,Zona,Sucursal,Corte,Plazo,Suma de Monto,Capital,Interes,Total,Tasa de Ganancia,Vales
Vale Amigo,Chihuahua,Chihuahua Norte,Casas Grandes,07/04/2026,16,2134000,2134000,1322875,3456875,61.99%,214
Vale Amigo,Chihuahua,Chihuahua Norte,Cd. Juárez,07/04/2026,16,9760000,9760000,6136560,15896560,62.87%,982
Vale Amigo,Chihuahua,Chihuahua Norte,Cd. Juárez 2,07/04/2026,16,3015000,3015000,1887920,4902920,62.62%,308
Vale Amigo,Chihuahua,Chihuahua Sur,Camargo,07/04/2026,16,3669000,3669000,2332612,6001612,63.58%,351
Vale Amigo,Chihuahua,Chihuahua Sur,Delicias,07/04/2026,16,5563000,5563000,3498831,9061831,62.89%,542
Vale Amigo,Chihuahua,Chihuahua Sur,Jimenez,07/04/2026,16,1428000,1428000,882404,2310404,61.79%,137
Vale Amigo,Chihuahua,Chihuahua Sur,Meoqui,07/04/2026,16,3568000,3568000,2262320,5830320,63.41%,334
Vale Amigo,Digital Suroeste,Digital Chiapas,Comitan Digital,07/04/2026,16,24000,24000,13440,37440,56.00%,3
Vale Amigo,Digital Suroeste,Digital Chiapas,Tonala Digital,07/04/2026,16,32000,32000,17920,49920,56.00%,4
Vale Amigo,Digital Suroeste,Digital Chiapas,Villa Flores Digital,07/04/2026,16,16000,16000,8960,24960,56.00%,2
Vale Amigo,Digital Suroeste,Digital Guerrero,Acapulco Digital,07/04/2026,16,16000,16000,8960,24960,56.00%,2
Vale Amigo,Digital Suroeste,Digital Guerrero,Coyuca de Benitez Digital,07/04/2026,16,8000,8000,4480,12480,56.00%,1
Vale Amigo,Digital Suroeste,Digital Guerrero,Iguala Digital,07/04/2026,16,24000,24000,13440,37440,56.00%,3
Vale Amigo,Digital Suroeste,Digital Oaxaca,Ixtepec Digital,07/04/2026,16,109000,109000,66032,175032,60.58%,13
Vale Amigo,Digital Suroeste,Digital Oaxaca,Juchitan Digital,07/04/2026,16,24000,24000,9600,33600,40.00%,2
Vale Amigo,Digital Suroeste,Digital Oaxaca,Tehuantepec Digital,07/04/2026,16,16000,16000,8960,24960,56.00%,2
Vale Amigo,Noreste,Coahuila,Guadalupe Victoria,07/04/2026,16,662000,662000,434735,1096735,65.67%,65
Vale Amigo,Noreste,Coahuila,Parras,07/04/2026,16,536000,536000,343767,879767,64.14%,55
Vale Amigo,Noreste,Coahuila,San Pedro,07/04/2026,16,1873000,1873000,1203759,3076759,64.27%,178
Vale Amigo,Noreste,Coahuila Norte,Acuña,07/04/2026,16,1038000,1038000,677781,1715781,65.30%,96
Vale Amigo,Noreste,Coahuila Norte,Monclova,07/04/2026,16,172000,172000,98160,270160,57.07%,18
Vale Amigo,Noreste,Coahuila Norte,Piedras Negras,07/04/2026,16,799000,799000,457901,1256901,57.31%,91
Vale Amigo,Noreste,Digital San Luis,Cd Mante Digital,07/04/2026,16,100000,100000,59935,159935,59.94%,11
Vale Amigo,Noreste,Digital San Luis,Cd Victoria Digital,07/04/2026,16,57000,57000,29920,86920,52.49%,7
Vale Amigo,Noreste,Digital San Luis,San Luis Potosi Digital,07/04/2026,16,113000,113000,75280,188280,66.62%,12
Vale Amigo,Noreste,Saltillo/Nuevo Leon,Cadereyta,07/04/2026,16,2493000,2493000,1599611,4092611,64.16%,232
Vale Amigo,Noreste,Saltillo/Nuevo Leon,Linares,07/04/2026,16,22000,22000,14559,36559,66.18%,2
Vale Amigo,Noreste,Saltillo/Nuevo Leon,Saltillo,07/04/2026,16,196000,196000,113120,309120,57.71%,20
Vale Amigo,Noreste,San Luis,Ciudad Valles,07/04/2026,16,12000,12000,7711,19711,64.26%,1
Vale Amigo,Noreste,San Luis,Matehuala,07/04/2026,16,2997000,2997000,1921194,4918194,64.10%,275
Vale Amigo,Noreste,Tamaulipas,Altamira,07/04/2026,16,4805000,4805000,3115600,7920600,64.84%,424
Vale Amigo,Noreste,Tamaulipas,Tampico Norte,07/04/2026,16,4689000,4689000,3002320,7691320,64.03%,418
Vale Amigo,Noreste,Tampico,Tampico Centro,07/04/2026,16,1594000,1594000,1035920,2629920,64.99%,141
Vale Amigo,Noreste,Tampico,Tampico Madero,07/04/2026,16,3660000,3660000,2369040,6029040,64.73%,331
Vale Amigo,Pacifico,Digital Baja Sur,Loreto Digital,07/04/2026,16,128000,128000,70528,198528,55.10%,15
Vale Amigo,Pacifico,Digital Baja Sur,Santa Rosalia Digital,07/04/2026,16,129000,129000,71408,200408,55.36%,16
Vale Amigo,Pacifico,Digital Baja Sur,Vizcaino Digital,07/04/2026,16,14000,14000,7840,21840,56.00%,2
Vale Amigo,Pacifico,Digital Sonora Norte 2,Cananea Digital,07/04/2026,16,200000,200000,128080,328080,64.04%,21
Vale Amigo,Pacifico,Digital Sonora Norte 2,Imuris Digital,07/04/2026,16,957000,957000,618888,1575888,64.67%,91
Vale Amigo,Pacifico,Digital Sonora Norte 2,Nogales,07/04/2026,16,5290000,5290000,3451355,8741355,65.24%,481
Vale Amigo,Pacifico,Digital Sonora Norte 2,Santa Ana Digital,07/04/2026,16,1925000,1925000,1243118,3168118,64.58%,175
Vale Amigo,Pacifico,La Paz 1,La Paz,07/04/2026,16,13788000,13788000,8934000,22722000,64.80%,1210
Vale Amigo,Pacifico,La Paz 1,La Paz 2,07/04/2026,16,11418000,11418000,7385440,18803440,64.68%,1016
Vale Amigo,Pacifico,La Paz 2,Cd.Constitución,07/04/2026,16,7143000,7143000,4635444,11778444,64.89%,648
Vale Amigo,Pacifico,La Paz 2,La Paz 3,07/04/2026,16,3695000,3695000,2402160,6097160,65.01%,325
Vale Amigo,Pacifico,Los Cabos,Cabo San Lucas,07/04/2026,16,724000,724000,469680,1193680,64.87%,65
Vale Amigo,Pacifico,Los Cabos,San Jose Del Cabo,07/04/2026,16,634000,634000,409520,1043520,64.59%,55
Vale Amigo,Pacifico,Mazatlan,La Cruz,07/04/2026,16,1985000,1985000,1293302,3278302,65.15%,177
Vale Amigo,Pacifico,Mazatlan,Mazatlán Centro,07/04/2026,16,4810000,4810000,3108880,7918880,64.63%,435
Vale Amigo,Pacifico,Mazatlan,Rosario,07/04/2026,16,1720000,1720000,1121600,2841600,65.21%,153
Vale Amigo,Pacifico,Obregon,Obregón Centro 1,07/04/2026,16,11294000,11294000,7282960,18576960,64.49%,1040
Vale Amigo,Pacifico,Obregon,Obregón Esperanza,07/04/2026,16,4925000,4925000,3178320,8103320,64.53%,448
Vale Amigo,Pacifico,Obregon,Obregón Perisur,07/04/2026,16,9787000,9787000,6283200,16070200,64.20%,902
Vale Amigo,Pacifico,Sinaloa Centro,Culiacán Centro,07/04/2026,16,6758000,6758000,4360720,11118720,64.53%,609
Vale Amigo,Pacifico,Sinaloa Centro,Culiacán San Isidro,07/04/2026,16,8828000,8828000,5710880,14538880,64.69%,795
Vale Amigo,Pacifico,Sinaloa Centro,Guamuchil,07/04/2026,16,5054000,5054000,3229280,8283280,63.90%,474
Vale Amigo,Pacifico,Sinaloa Sur 1,Costa Rica,07/04/2026,16,5811000,5811000,3758505,9569505,64.68%,527
Vale Amigo,Pacifico,Sinaloa Sur 1,El Dorado,07/04/2026,16,3330000,3330000,2149970,5479970,64.56%,301
Vale Amigo,Pacifico,Sinaloa Sur 1,Navolato,07/04/2026,16,5011000,5011000,3156160,8167160,62.98%,472
Vale Amigo,Pacifico,Sonora Centro,Empalme,07/04/2026,16,6334000,6334000,4136000,10470000,65.30%,568
Vale Amigo,Pacifico,Sonora Centro,Guaymas,07/04/2026,16,6993000,6993000,4526960,11519960,64.74%,632
Vale Amigo,Pacifico,Sonora Centro,Hermosillo,07/04/2026,16,9777000,9777000,6276000,16053000,64.19%,899
Vale Amigo,Pacifico,Sonora Norte 1,Caborca,07/04/2026,16,12470000,12470000,8054960,20524960,64.59%,1130
Vale Amigo,Pacifico,Sonora Norte 1,Magdalena,07/04/2026,16,10745000,10745000,7008769,17753769,65.23%,965
Vale Amigo,Pacifico,Sonora Sur,Huatabampo,07/04/2026,16,4401000,4401000,2777120,7178120,63.10%,411
Vale Amigo,Pacifico,Sonora Sur,Navojoa,07/04/2026,16,6811000,6811000,4327040,11138040,63.53%,644
Vale Amigo,Por Asignar,Por Asignar,Por Asignar,07/04/2026,16,1391000,1391000,961344,2352344,69.11%,178
Vale Amigo,Sureste,Digital Veracruz Norte,Martínez de la Torre Digital,07/04/2026,16,132000,132000,84124,216124,63.73%,13
Vale Amigo,Sureste,Digital Veracruz Norte,Papantla Digital,07/04/2026,16,29000,29000,16240,45240,56.00%,4
Vale Amigo,Sureste,Digital Veracruz Norte,Veracruz Digital,07/04/2026,16,10000,10000,6848,16848,68.48%,1
Vale Amigo,Sureste,Tabasco Centro,Macuspana,07/04/2026,16,162000,162000,105840,267840,65.33%,15
Vale Amigo,Sureste,Tabasco Centro,Teapa,07/04/2026,16,102000,102000,66480,168480,65.18%,9
Vale Amigo,Sureste,Tabasco Centro,Villahermosa,07/04/2026,16,1090000,1090000,711680,1801680,65.29%,99
Vale Amigo,Sureste,Tabasco Centro,Villahermosa 2,07/04/2026,16,1008000,1008000,656880,1664880,65.17%,91
Vale Amigo,Sureste,Tabasco Norte,Cardenas,07/04/2026,16,3039000,3039000,1893120,4932120,62.29%,313
Vale Amigo,Sureste,Tabasco Norte,Comalcalco,07/04/2026,16,1885000,1885000,1210560,3095560,64.22%,175
Vale Amigo,Sureste,Tabasco Norte,Paraiso,07/04/2026,16,633000,633000,407760,1040760,64.42%,59
Vale Amigo,Sureste,Veracruz Centro,Cordoba,07/04/2026,16,2528000,2528000,1579557,4107557,62.48%,252
Vale Amigo,Sureste,Veracruz Centro,Orizaba,07/04/2026,16,2064000,2064000,1331440,3395440,64.51%,188
Vale Amigo,Sureste,Veracruz Norte,Poza Rica,07/04/2026,16,2486000,2486000,1608640,4094640,64.71%,220
Vale Amigo,Sureste,Veracruz Norte,Tuxpan,07/04/2026,16,1733000,1733000,1087280,2820280,62.74%,152
Vale Amigo,Sureste,Veracruz Sur,Acayucan,07/04/2026,16,908000,908000,588080,1496080,64.77%,80
Vale Amigo,Sureste,Veracruz Sur,Coatzacoalcos,07/04/2026,16,5409000,5409000,3461680,8870680,64.00%,492
Vale Amigo,Sureste,Veracruz Sur,Minatitlán,07/04/2026,16,720000,720000,460400,1180400,63.94%,70
Viva Vale,Bajio,Morelia,Celaya,07/04/2026,16,418000,418000,263734,681734,63.09%,45
Viva Vale,Bajio,Morelia,Morelia,07/04/2026,16,867000,867000,582720,1449720,67.21%,102
Viva Vale,Bajio,Morelia,Uruapan,07/04/2026,16,600000,600000,413600,1013600,68.93%,69
Viva Vale,Bajio,Sinaloa Sur 2,Escuinapa,07/04/2026,16,945000,945000,634626,1579626,67.16%,110
Viva Vale,Bajio,Tepic,Tepic,07/04/2026,16,1250000,1250000,896640,2146640,71.73%,155
Viva Vale,Chihuahua,Chihuahua Centro,Chihuahua Centro,07/04/2026,16,2829000,2829000,1880000,4709000,66.45%,351
Viva Vale,Chihuahua,Chihuahua Centro,Cuauhtemoc,07/04/2026,16,2212000,2212000,1466435,3678435,66.29%,262
Viva Vale,Chihuahua,Chihuahua Centro,Parral,07/04/2026,16,1046000,1046000,714170,1760170,68.28%,123
Viva Vale,Chihuahua,Chihuahua Norte,Casas Grandes,07/04/2026,16,3688000,3688000,2492483,6180483,67.58%,435
Viva Vale,Chihuahua,Chihuahua Norte,Cd. Juárez 2,07/04/2026,16,3232000,3232000,2303417,5535417,71.27%,398
Viva Vale,Chihuahua,Chihuahua Sur,Camargo,07/04/2026,16,3968000,3968000,2746800,6714800,69.22%,465
Viva Vale,Chihuahua,Chihuahua Sur,Delicias,07/04/2026,16,4275000,4275000,3010128,7285128,70.41%,528
Viva Vale,Chihuahua,Chihuahua Sur,Jimenez,07/04/2026,16,760000,760000,526359,1286359,69.26%,85
Viva Vale,Chihuahua,Chihuahua Sur,Meoqui,07/04/2026,16,3485000,3485000,2414593,5899593,69.29%,416
Viva Vale,Noreste,Coahuila Norte,Monclova,07/04/2026,16,184000,184000,117040,301040,63.61%,22
Viva Vale,Noreste,Saltillo/Nuevo Leon,Cadereyta,07/04/2026,16,7461000,7461000,5293945,12754945,70.95%,872
Viva Vale,Noreste,Saltillo/Nuevo Leon,Saltillo,07/04/2026,16,535000,535000,379856,914856,71.00%,65
Viva Vale,Noreste,San Luis,Ciudad Valles,07/04/2026,16,529000,529000,373280,902280,70.56%,68
Viva Vale,Noreste,San Luis,Matehuala,07/04/2026,16,1531000,1531000,1084065,2615065,70.81%,181
Viva Vale,Noreste,Tamaulipas,Altamira,07/04/2026,16,1383000,1383000,939440,2322440,67.93%,141
Viva Vale,Noreste,Tampico,Tampico Centro,07/04/2026,16,1917000,1917000,1350138,3267138,70.43%,222
Viva Vale,Noreste,Tampico,Tampico Madero,07/04/2026,16,3847000,3847000,2700985,6547985,70.21%,443
Viva Vale,Pacifico,Los Cabos,Cabo San Lucas,07/04/2026,16,498000,498000,337600,835600,67.79%,53
Viva Vale,Pacifico,Los Cabos,San Jose Del Cabo,07/04/2026,16,287000,287000,206000,493000,71.78%,35
Viva Vale,Pacifico,Mazatlan,La Cruz,07/04/2026,16,1784000,1784000,1244681,3028681,69.77%,202
Viva Vale,Pacifico,Mazatlan,Mazatlán Centro,07/04/2026,16,1023000,1023000,710344,1733344,69.44%,122
Viva Vale,Pacifico,Sinaloa Centro,Culiacán Centro,07/04/2026,16,2881000,2881000,2018160,4899160,70.05%,345
Viva Vale,Pacifico,Sinaloa Sur 1,El Dorado,07/04/2026,16,294000,294000,193271,487271,65.74%,28
Viva Vale,Pacifico,Sinaloa Sur 1,Navolato,07/04/2026,16,925000,925000,644000,1569000,69.62%,106
Viva Vale,Sureste,Tabasco Centro,Macuspana,07/04/2026,16,122000,122000,79418,201418,65.10%,11
Viva Vale,Sureste,Tabasco Centro,Teapa,07/04/2026,16,123000,123000,76240,199240,61.98%,14
Viva Vale,Sureste,Tabasco Centro,Villahermosa,07/04/2026,16,508000,508000,355480,863480,69.98%,57
Viva Vale,Sureste,Tabasco Norte,Cardenas 2,07/04/2026,16,894000,894000,620048,1514048,69.36%,98
Viva Vale,Sureste,Tabasco Norte,Comalcalco,07/04/2026,16,166000,166000,115839,281839,69.78%,19
Viva Vale,Sureste,Tabasco Norte,Paraiso,07/04/2026,16,618000,618000,442235,1060235,71.56%,74
Viva Vale,Sureste,Veracruz Centro,Cordoba,07/04/2026,16,304000,304000,210078,514078,69.10%,37
Viva Vale,Sureste,Veracruz Centro,Orizaba,07/04/2026,16,2121000,2121000,1512554,3633554,71.31%,256
Viva Vale,Sureste,Veracruz Norte,Poza Rica 2,07/04/2026,16,758000,758000,502400,1260400,66.28%,74
Viva Vale,Sureste,Veracruz Norte,Tuxpan,07/04/2026,16,908000,908000,641591,1549591,70.66%,106
Viva Vale,Sureste,Veracruz Sur,Acayucan,07/04/2026,16,90000,90000,62078,152078,68.98%,10
Viva Vale,Sureste,Veracruz Sur,Coatzacoalcos 2,07/04/2026,16,1660000,1660000,1183865,2843865,71.32%,199
Viva Vale,Sureste,Veracruz Sur,Minatitlán,07/04/2026,16,886000,886000,636894,1522894,71.88%,108
Vale Amigo,Baja Sonora Norte,Baja Norte,Ensenada,22/04/2026,16,4775000,4775000,3099520,7874520,64.91%,434
Vale Amigo,Baja Sonora Norte,Baja Norte,Rosarito,22/04/2026,16,2154000,2154000,1381478,3535478,64.14%,199
Vale Amigo,Baja Sonora Norte,Baja Norte,San Quintin,22/04/2026,16,35000,35000,19600,54600,56.00%,5
Vale Amigo,Baja Sonora Norte,Baja Norte,Tecate,22/04/2026,16,1062000,1062000,674517,1736517,63.51%,101
Vale Amigo,Baja Sonora Norte,Baja Norte,Tijuana,22/04/2026,16,3790000,3790000,2452234,6242234,64.70%,350
Vale Amigo,Baja Sonora Norte,Baja Norte,Tijuana 2,22/04/2026,16,2638000,2638000,1714808,4352808,65.00%,238
Vale Amigo,Baja Sonora Norte,Mexicali,Mexicali,22/04/2026,16,1952000,1952000,1267398,3219398,64.93%,179
Vale Amigo,Baja Sonora Norte,Mexicali,Puerto Peñasco,22/04/2026,16,562000,562000,360725,922725,64.19%,55
Vale Amigo,Baja Sonora Norte,Mexicali,San Luis Rio Colorado,22/04/2026,16,4180000,4180000,2711531,6891531,64.87%,387
Vale Amigo,Bajio,Digital Tecuala,Rosa Morada Digital,22/04/2026,16,8000,8000,4480,12480,56.00%,1
Vale Amigo,Bajio,Digital Tecuala,Ruiz Digital,22/04/2026,16,14000,14000,7840,21840,56.00%,2
Vale Amigo,Bajio,Digital Tecuala,Tuxpan Nayarit Digital,22/04/2026,16,18000,18000,8320,26320,46.22%,2
Vale Amigo,Bajio,Durango,Durango,22/04/2026,16,3667000,3667000,2387840,6054840,65.12%,330
Vale Amigo,Bajio,Durango,El Salto,22/04/2026,16,512000,512000,328296,840296,64.12%,46
Vale Amigo,Bajio,Morelia,Celaya,22/04/2026,16,3904000,3904000,2515600,6419600,64.44%,369
Vale Amigo,Bajio,Morelia,Irapuato,22/04/2026,16,1360000,1360000,858634,2218634,63.13%,126
Vale Amigo,Bajio,Morelia,Morelia,22/04/2026,16,4576000,4576000,2948560,7524560,64.44%,432
Vale Amigo,Bajio,Morelia,Uruapan,22/04/2026,16,3935000,3935000,2524640,6459640,64.16%,358
Vale Amigo,Bajio,Santiago Papasquiaro Digital,Santiago Papasquiaro Digital,22/04/2026,16,42000,42000,22720,64720,54.10%,5
Vale Amigo,Bajio,Sinaloa Sur 2,Acaponeta,22/04/2026,16,12000,12000,7711,19711,64.26%,1
Vale Amigo,Bajio,Sinaloa Sur 2,Escuinapa,22/04/2026,16,4022000,4022000,2572957,6594957,63.97%,360
Vale Amigo,Bajio,Sinaloa Sur 2,Santiago Ixcuintla,22/04/2026,16,10000,10000,6848,16848,68.48%,1
Vale Amigo,Bajio,Tepic,Compostela,22/04/2026,16,1063000,1063000,687007,1750007,64.63%,97
Vale Amigo,Bajio,Tepic,Mezcales,22/04/2026,16,2112000,2112000,1353990,3465990,64.11%,198
Vale Amigo,Bajio,Tepic,Tepic,22/04/2026,16,1582000,1582000,1030880,2612880,65.16%,141
Vale Amigo,Bajio,Tepic,Vallarta,22/04/2026,16,2960000,2960000,1937818,4897818,65.47%,270
Vale Amigo,Bajio,Zacatecas,Fresnillo,22/04/2026,16,1778000,1778000,1151868,2929868,64.78%,161
Vale Amigo,Bajio,Zacatecas,Jerez,22/04/2026,16,4531000,4531000,2884067,7415067,63.65%,420
Vale Amigo,Bajio,Zacatecas,Rio Grande,22/04/2026,16,4582000,4582000,2947239,7529239,64.32%,403
Vale Amigo,Bajio,Zacatecas,Zacatecas,22/04/2026,16,3836000,3836000,2510320,6346320,65.44%,345
Vale Amigo,CERRADA,CERRADA,CERRADA,22/04/2026,16,16000,16000,8960,24960,56.00%,2
Vale Amigo,Chihuahua,Chihuahua Centro,Chihuahua Centro,22/04/2026,16,6914000,6914000,4413440,11327440,63.83%,653
Vale Amigo,Chihuahua,Chihuahua Centro,Cuauhtemoc,22/04/2026,16,3273000,3273000,2064067,5337067,63.06%,322
Vale Amigo,Chihuahua,Chihuahua Centro,Parral,22/04/2026,16,1965000,1965000,1264693,3229693,64.36%,178
Vale Amigo,Chihuahua,Chihuahua Norte,Casas Grandes,22/04/2026,16,2134000,2134000,1322875,3456875,61.99%,214
Vale Amigo,Chihuahua,Chihuahua Norte,Cd. Juárez,22/04/2026,16,9760000,9760000,6136560,15896560,62.87%,982
Vale Amigo,Chihuahua,Chihuahua Norte,Cd. Juárez 2,22/04/2026,16,3015000,3015000,1887920,4902920,62.62%,308
Vale Amigo,Chihuahua,Chihuahua Sur,Camargo,22/04/2026,16,3669000,3669000,2332612,6001612,63.58%,351
Vale Amigo,Chihuahua,Chihuahua Sur,Delicias,22/04/2026,16,5563000,5563000,3498831,9061831,62.89%,542
Vale Amigo,Chihuahua,Chihuahua Sur,Jimenez,22/04/2026,16,1428000,1428000,882404,2310404,61.79%,137
Vale Amigo,Chihuahua,Chihuahua Sur,Meoqui,22/04/2026,16,3568000,3568000,2262320,5830320,63.41%,334
Vale Amigo,Digital Suroeste,Digital Chiapas,Comitan Digital,22/04/2026,16,24000,24000,13440,37440,56.00%,3
Vale Amigo,Digital Suroeste,Digital Chiapas,Tonala Digital,22/04/2026,16,32000,32000,17920,49920,56.00%,4
Vale Amigo,Digital Suroeste,Digital Chiapas,Villa Flores Digital,22/04/2026,16,16000,16000,8960,24960,56.00%,2
Vale Amigo,Digital Suroeste,Digital Guerrero,Acapulco Digital,22/04/2026,16,16000,16000,8960,24960,56.00%,2
Vale Amigo,Digital Suroeste,Digital Guerrero,Coyuca de Benitez Digital,22/04/2026,16,8000,8000,4480,12480,56.00%,1
Vale Amigo,Digital Suroeste,Digital Guerrero,Iguala Digital,22/04/2026,16,24000,24000,13440,37440,56.00%,3
Vale Amigo,Digital Suroeste,Digital Oaxaca,Ixtepec Digital,22/04/2026,16,109000,109000,66032,175032,60.58%,13
Vale Amigo,Digital Suroeste,Digital Oaxaca,Juchitan Digital,22/04/2026,16,24000,24000,9600,33600,40.00%,2
Vale Amigo,Digital Suroeste,Digital Oaxaca,Tehuantepec Digital,22/04/2026,16,16000,16000,8960,24960,56.00%,2
Vale Amigo,Noreste,Coahuila,Guadalupe Victoria,22/04/2026,16,662000,662000,434735,1096735,65.67%,65
Vale Amigo,Noreste,Coahuila,Parras,22/04/2026,16,536000,536000,343767,879767,64.14%,55
Vale Amigo,Noreste,Coahuila,San Pedro,22/04/2026,16,1873000,1873000,1203759,3076759,64.27%,178
Vale Amigo,Noreste,Coahuila Norte,Acuña,22/04/2026,16,1038000,1038000,677781,1715781,65.30%,96
Vale Amigo,Noreste,Coahuila Norte,Monclova,22/04/2026,16,172000,172000,98160,270160,57.07%,18
Vale Amigo,Noreste,Coahuila Norte,Piedras Negras,22/04/2026,16,799000,799000,457901,1256901,57.31%,91
Vale Amigo,Noreste,Digital San Luis,Cd Mante Digital,22/04/2026,16,100000,100000,59935,159935,59.94%,11
Vale Amigo,Noreste,Digital San Luis,Cd Victoria Digital,22/04/2026,16,57000,57000,29920,86920,52.49%,7
Vale Amigo,Noreste,Digital San Luis,San Luis Potosi Digital,22/04/2026,16,113000,113000,75280,188280,66.62%,12
Vale Amigo,Noreste,Saltillo/Nuevo Leon,Cadereyta,22/04/2026,16,2493000,2493000,1599611,4092611,64.16%,232
Vale Amigo,Noreste,Saltillo/Nuevo Leon,Linares,22/04/2026,16,22000,22000,14559,36559,66.18%,2
Vale Amigo,Noreste,Saltillo/Nuevo Leon,Saltillo,22/04/2026,16,196000,196000,113120,309120,57.71%,20
Vale Amigo,Noreste,San Luis,Ciudad Valles,22/04/2026,16,12000,12000,7711,19711,64.26%,1
Vale Amigo,Noreste,San Luis,Matehuala,22/04/2026,16,2997000,2997000,1921194,4918194,64.10%,275
Vale Amigo,Noreste,Tamaulipas,Altamira,22/04/2026,16,4805000,4805000,3115600,7920600,64.84%,424
Vale Amigo,Noreste,Tamaulipas,Tampico Norte,22/04/2026,16,4689000,4689000,3002320,7691320,64.03%,418
Vale Amigo,Noreste,Tampico,Tampico Centro,22/04/2026,16,1594000,1594000,1035920,2629920,64.99%,141
Vale Amigo,Noreste,Tampico,Tampico Madero,22/04/2026,16,3660000,3660000,2369040,6029040,64.73%,331
Vale Amigo,Pacifico,Digital Baja Sur,Loreto Digital,22/04/2026,16,128000,128000,70528,198528,55.10%,15
Vale Amigo,Pacifico,Digital Baja Sur,Santa Rosalia Digital,22/04/2026,16,129000,129000,71408,200408,55.36%,16
Vale Amigo,Pacifico,Digital Baja Sur,Vizcaino Digital,22/04/2026,16,14000,14000,7840,21840,56.00%,2
Vale Amigo,Pacifico,Digital Sonora Norte 2,Cananea Digital,22/04/2026,16,200000,200000,128080,328080,64.04%,21
Vale Amigo,Pacifico,Digital Sonora Norte 2,Imuris Digital,22/04/2026,16,957000,957000,618888,1575888,64.67%,91
Vale Amigo,Pacifico,Digital Sonora Norte 2,Nogales,22/04/2026,16,5290000,5290000,3451355,8741355,65.24%,481
Vale Amigo,Pacifico,Digital Sonora Norte 2,Santa Ana Digital,22/04/2026,16,1925000,1925000,1243118,3168118,64.58%,175
Vale Amigo,Pacifico,La Paz 1,La Paz,22/04/2026,16,13788000,13788000,8934000,22722000,64.80%,1210
Vale Amigo,Pacifico,La Paz 1,La Paz 2,22/04/2026,16,11418000,11418000,7385440,18803440,64.68%,1016
Vale Amigo,Pacifico,La Paz 2,Cd.Constitución,22/04/2026,16,7143000,7143000,4635444,11778444,64.89%,648
Vale Amigo,Pacifico,La Paz 2,La Paz 3,22/04/2026,16,3695000,3695000,2402160,6097160,65.01%,325
Vale Amigo,Pacifico,Los Cabos,Cabo San Lucas,22/04/2026,16,724000,724000,469680,1193680,64.87%,65
Vale Amigo,Pacifico,Los Cabos,San Jose Del Cabo,22/04/2026,16,634000,634000,409520,1043520,64.59%,55
Vale Amigo,Pacifico,Mazatlan,La Cruz,22/04/2026,16,1985000,1985000,1293302,3278302,65.15%,177
Vale Amigo,Pacifico,Mazatlan,Mazatlán Centro,22/04/2026,16,4810000,4810000,3108880,7918880,64.63%,435
Vale Amigo,Pacifico,Mazatlan,Rosario,22/04/2026,16,1720000,1720000,1121600,2841600,65.21%,153
Vale Amigo,Pacifico,Obregon,Obregón Centro 1,22/04/2026,16,11294000,11294000,7282960,18576960,64.49%,1040
Vale Amigo,Pacifico,Obregon,Obregón Esperanza,22/04/2026,16,4925000,4925000,3178320,8103320,64.53%,448
Vale Amigo,Pacifico,Obregon,Obregón Perisur,22/04/2026,16,9787000,9787000,6283200,16070200,64.20%,902
