Sub,Zona,Sucursal,Coordinacion,Marca,Fecha de Corte,Calidad de Cartera H,Colocado PP H,Cartera H,Colocado Neto H,Colocado Neto al Corriente H,Mora H,Distribuidoras Totales H,Distribuidoras al Corriente H,Distribuidoras en Mora H,Clientes Totales H,Clientes al Corriente H,Clientes con H,Var Calidad,Var Colocado Neto,Var Colocado N al Corriente,Var Mora,Var Dist Tot,Var Dist Corriente,Var Dist en Mora,Var Clientes Tot,Var Clientes al Cte,Var H,Recup Calidad,Recup Mora,Recup Dv en Mora
Bajio,Zacatecas,Fresnillo,Fresnillo C,Vale Amigo,01/07/2026,52.62%,776328,3772906,4549234,2393922,2155313,128,49,79,995,368,46,0.79%,27941,50324,-22383,-1,-2,1,-9,-20,14,52.62%,2155312.53,79
Bajio,Zacatecas,Jerez,Jerez A,Vale Amigo,01/07/2026,78.03%,839953,4299734,5139687,4010703,1128984,133,100,33,858,595,9,-3.12%,70321,-103402,173722,2,-2,4,1,-23,-6,78.03%,1128983.54,33
Bajio,Zacatecas,Jerez,Jerez B,Vale Amigo,01/07/2026,68.96%,622053,3012774,3634827,2506750,1128077,115,73,42,678,385,20,-3.44%,86464,-62596,149060,3,-3,6,10,-5,-31,68.96%,1128076.53,42
Bajio,Zacatecas,Rio Grande,Rio Grande A,Vale Amigo,01/07/2026,77.80%,741300,3490311,4231611,3292027,939584,86,70,16,600,452,4,-8.07%,66390,-284351,350741,1,0,1,-1,-36,-3,77.80%,939584.1,16
Bajio,Zacatecas,Rio Grande,Rio Grande B,Vale Amigo,01/07/2026,84.99%,617842,3428832,4046674,3439196,607478,86,74,12,632,500,14,0.78%,-138223,-84772,-53450,1,2,-1,8,8,8,84.99%,607477.72,12
Bajio,Zacatecas,Rio Grande,Rio Grande C,Vale Amigo,01/07/2026,82.45%,682094,3972516,4654611,3837610,817001,91,67,24,761,562,3,0.15%,91695,82472,9223,0,-1,1,12,10,0,82.45%,817000.94,24
Bajio,Zacatecas,Rio Grande,Rio Grande D,Vale Amigo,01/07/2026,74.44%,613849,2973527,3587377,2670325,917052,94,61,33,565,346,15,-1.84%,45958,-31128,77086,0,-2,2,-9,2,-22,74.44%,917051.93,33
Bajio,Zacatecas,Zacatecas,Zacatecas A,Vale Amigo,01/07/2026,71.51%,1069839,6168035,7237874,5175880,2061994,163,101,62,1387,860,44,0.50%,153352,145035,8318,3,3,0,38,8,44,71.51%,2061993.93,62
Bajio,Zacatecas,Zacatecas,Zacatecas B,Vale Amigo,01/07/2026,63.29%,926555,4749520,5676075,3592228,2083848,125,82,43,1083,601,32,-3.33%,-148152,-287713,139560,-1,-5,4,-8,-30,-8,63.29%,2083847.93,43
Bajio,Zacatecas,Zacatecas,Zacatecas C,Vale Amigo,01/07/2026,66.62%,911901,5269965,6181866,4118059,2063806,162,97,65,1257,675,69,0.21%,156375,116906,39469,2,0,2,51,-15,47,66.62%,2063806.38,65
Bajio,Zacatecas,Zacatecas,Zacatecas D,Vale Amigo,01/07/2026,100.00%,0,39021,39021,39021,,2,2,,7,7,,0.00%,15381,15381,,1,1,,3,3,,100.00%,,
Chihuahua,Chihuahua Centro,Chihuahua Centro,Chihuahua Centro A,Vale Amigo,01/07/2026,48.31%,939047,4733095,5672142,2739941,2932200,154,71,83,1228,472,14,-2.83%,310763,-1760,312524,0,-10,10,23,-44,3,48.31%,2932200.12,83
Chihuahua,Chihuahua Centro,Chihuahua Centro,Chihuahua Centro B,Vale Amigo,01/07/2026,59.66%,936979,5019017,5955995,3553099,2402896,137,74,63,1133,564,35,2.91%,202282,288314,-86032,2,0,2,17,-11,35,59.66%,2402896.07,63
Chihuahua,Chihuahua Centro,Chihuahua Centro,Chihuahua Centro C,Vale Amigo,01/07/2026,51.92%,837480,4591003,5428483,2818459,2610024,138,58,80,1182,512,9,-2.96%,180629,-61387,242016,0,-5,5,21,-29,0,51.92%,2610023.63,80
Chihuahua,Chihuahua Centro,Chihuahua Centro,Chihuahua Centro D,Vale Amigo,01/07/2026,57.71%,718656,4167071,4885727,2819646,2066081,119,60,59,1000,513,5,-0.29%,193463,98219,95244,1,-2,3,25,6,-4,57.71%,2066080.84,59
Chihuahua,Chihuahua Centro,Chihuahua Centro,Chihuahua E,Viva Vale,01/07/2026,88.57%,555269,1852870,2408139,2132821,275319,90,77,13,516,433,10,-1.13%,-176717,-185758,9040,-4,-4,0,-7,-15,0,88.57%,275318.53,13
Chihuahua,Chihuahua Centro,Cuauhtemoc,Cuauhtemoc A,Vale Amigo,01/07/2026,59.22%,795493,3315322,4110815,2434234,1676581,128,67,61,833,401,26,-0.64%,142555,59017,83538,0,-2,2,14,-10,-2,59.22%,1676580.89,61
Chihuahua,Chihuahua Centro,Cuauhtemoc,Cuauhtemoc B,Vale Amigo,01/07/2026,48.43%,768233,3290248,4058481,1965466,2093014,148,60,88,867,344,,-0.11%,223982,104245,119737,7,5,2,30,22,-10,48.43%,2093014.47,88
Chihuahua,Chihuahua Centro,Cuauhtemoc,Cuauhtemoc C,Vale Amigo,01/07/2026,56.14%,781177,4069242,4850419,2723013,2127406,118,71,47,1056,497,32,-5.04%,-3548,-246855,243307,1,-4,5,4,-19,-47,56.14%,2127406.04,47
Chihuahua,Chihuahua Centro,Cuauhtemoc,Cuauhtemoc D,Viva Vale,01/07/2026,71.58%,565945,2779591,3345536,2394656,950879,106,71,35,695,453,4,-3.88%,155009,-12875,167885,1,-6,7,27,3,-24,71.58%,950879.49,35
Chihuahua,Chihuahua Centro,Cuauhtemoc,Cuauhtemoc E,Viva Vale,01/07/2026,85.35%,649982,3260599,3910581,3337594,572987,106,90,16,784,621,38,0.16%,140779,126168,14612,-4,-5,1,22,34,-15,85.35%,572986.99,16
Chihuahua,Chihuahua Centro,Parral,Parral A,Vale Amigo,01/07/2026,49.68%,892539,4507515,5400054,2682890,2717164,154,64,90,1152,492,,-0.24%,45066,9450,35615,-3,-5,2,2,-3,,49.68%,2717163.59,90
Chihuahua,Chihuahua Centro,Parral,Parral B,Vale Amigo,01/07/2026,55.44%,875558,3547551,4423109,2451954,1971155,146,80,66,913,424,14,-3.94%,-23632,-188476,164843,-2,-4,2,-21,-50,4,55.44%,1971155.02,66
Chihuahua,Chihuahua Centro,Parral,Parral C,Vale Amigo,01/07/2026,52.67%,744899,2837831,3582730,1887056,1695674,118,57,61,796,342,,2.33%,188194,178062,10131,4,4,0,43,41,,52.67%,1695673.9,61
Chihuahua,Chihuahua Centro,Parral,Parral D,Viva Vale,01/07/2026,78.32%,263527,1094437,1357965,1063525,294439,40,33,7,282,200,26,5.70%,47229,111688,-64459,-3,-2,-1,10,3,21,78.32%,294439.38,7
Chihuahua,Chihuahua Centro,Parral,Parral E,Viva Vale,01/07/2026,81.10%,216463,1086553,1303016,1056702,246314,39,31,8,274,200,16,-0.09%,-26190,-22435,-3755,-1,-1,0,1,2,0,81.10%,246314.44,8
Chihuahua,Chihuahua Norte,Casas Grandes,Casas Grandes A,Vale Amigo,01/07/2026,47.24%,824065,3562209,4386274,2071915,2314359,152,67,85,931,385,,-5.17%,-91046,-274398,183351,-3,-4,1,-8,-6,-36,47.24%,2314359.1,85
Chihuahua,Chihuahua Norte,Casas Grandes,Casas Grandes B,Vale Amigo,01/07/2026,67.26%,781900,3489180,4271080,2872696,1398384,95,64,31,771,479,18,-0.68%,238974,133251,105723,2,0,2,30,7,18,67.26%,1398383.82,31
Chihuahua,Chihuahua Norte,Casas Grandes,Casas Grandes C,Viva Vale,01/07/2026,78.77%,372084,1654443,2026527,1596258,430268,58,50,8,352,277,,-6.97%,21669,-122672,144342,-1,-4,3,13,-7,,78.77%,430268.41,8
Chihuahua,Chihuahua Norte,Casas Grandes,Casas Grandes D,Viva Vale,01/07/2026,42.16%,465402,2602422,3067824,1293505,1774319,76,30,46,552,224,,-2.05%,-29149,-75754,46605,-2,-4,2,-12,-30,,42.16%,1774318.91,46
Chihuahua,Chihuahua Norte,Cd. Juárez,Juarez A,Vale Amigo,01/07/2026,47.33%,1500251,7894105,9394356,4446621,4947735,245,94,151,2071,795,13,-3.69%,275215,-206389,481605,6,-4,10,27,-85,-8,47.33%,4947734.62,151
Chihuahua,Chihuahua Norte,Cd. Juárez,Juarez B,Vale Amigo,01/07/2026,55.91%,1328492,7425016,8753508,4894494,3859014,235,110,125,1906,934,10,0.15%,231078,141944,89135,-1,-5,4,37,30,-13,55.91%,3859014.23,125
Chihuahua,Chihuahua Norte,Cd. Juárez,Juarez C,Vale Amigo,01/07/2026,50.81%,1435832,8050374,9486206,4820160,4666046,237,108,129,1975,860,34,2.86%,393119,459898,-66779,7,7,0,82,74,22,50.81%,4666045.83,129
Chihuahua,Chihuahua Norte,Cd. Juárez,Juarez D,Vale Amigo,01/07/2026,53.98%,1604153,8601803,10205956,5508679,4697277,248,104,144,2225,1044,,-3.46%,481573,-76187,557760,2,-10,12,54,-23,-58,53.98%,4697276.94,144
Chihuahua,Chihuahua Norte,Cd. Juárez,Juarez E,Vale Amigo,01/07/2026,50.80%,1335791,7662608,8998400,4571463,4426937,225,94,131,2022,873,22,-1.97%,455895,63161,392734,2,-9,11,85,1,-4,50.80%,4426936.79,131
Chihuahua,Chihuahua Norte,Cd. Juárez 2,Juarez 2 A,Vale Amigo,01/07/2026,48.93%,1389809,8712833,10102643,4943519,5159124,242,82,160,2241,958,9,-5.91%,282425,-442381,724806,1,-10,11,46,-123,-4,48.93%,5159124.04,160
Chihuahua,Chihuahua Norte,Cd. Juárez 2,Juarez 2 B,Vale Amigo,01/07/2026,41.64%,1540501,8120013,9660514,4022718,5637796,264,73,191,2194,789,20,-0.39%,302127,89468,212659,0,-8,8,63,48,-37,41.64%,5637796.23,191
Chihuahua,Chihuahua Norte,Cd. Juárez 2,Juarez 2 C,Viva Vale,01/07/2026,65.18%,442334,3006787,3449122,2248302,1200819,66,47,19,733,446,47,8.04%,245973,417861,-171888,0,0,0,47,44,44,65.18%,1200819.32,19
Chihuahua,Chihuahua Norte,Cd. Juárez 2,Juarez 2 D,Viva Vale,01/07/2026,74.55%,273752,1922083,2195834,1636938,558897,48,34,14,414,298,4,-4.97%,145841,6748,139093,3,2,1,25,-1,4,74.55%,558896.75,14
Chihuahua,Chihuahua Sur,Camargo,Camargo A,Vale Amigo,01/07/2026,60.69%,755714,3635078,4390792,2664571,1726221,83,47,36,751,401,,2.08%,324066,281144,42922,3,2,1,39,33,,60.69%,1726220.81,36
Chihuahua,Chihuahua Sur,Camargo,Camargo B,Vale Amigo,01/07/2026,42.55%,586509,2955980,3542489,1507171,2035318,83,41,42,737,246,5,-5.57%,-124258,-257267,133009,-2,-2,0,-12,-40,5,42.55%,2035317.99,42
Chihuahua,Chihuahua Sur,Camargo,Camargo C,Vale Amigo,01/07/2026,57.79%,577018,2819065,3396083,1962645,1433438,86,33,53,687,321,,-0.21%,88012,44055,43957,-2,-3,1,16,10,-2,57.79%,1433437.91,53
Chihuahua,Chihuahua Sur,Camargo,Camargo D,Viva Vale,01/07/2026,63.16%,371790,1657764,2029555,1281932,747623,55,36,19,373,231,,0.53%,62737,50112,12625,1,0,1,8,4,,63.16%,747622.65,19
Chihuahua,Chihuahua Sur,Camargo,Camargo E,Viva Vale,01/07/2026,66.28%,385758,1724259,2110016,1398548,711468,54,42,12,389,239,21,-11.46%,-77631,-302163,224532,-5,-8,3,-15,-49,-2,66.28%,711467.79,12
Chihuahua,Chihuahua Sur,Delicias,Delicias A,Vale Amigo,01/07/2026,54.54%,733771,2891065,3624835,1976969,1647866,116,67,49,726,325,10,-3.88%,-74197,-184018,109822,0,-2,2,-17,-28,-17,54.54%,1647865.98,49
Chihuahua,Chihuahua Sur,Delicias,Delicias B,Vale Amigo,01/07/2026,62.00%,766918,3346795,4113712,2550611,1563101,126,74,52,837,466,,-3.85%,56737,-120842,177580,2,-2,4,17,-20,,62.00%,1563101.04,52
Chihuahua,Chihuahua Sur,Delicias,Delicias C,Vale Amigo,01/07/2026,57.17%,896115,3931884,4827999,2760164,2067835,126,69,57,987,442,39,0.23%,49685,39572,10113,0,0,0,15,9,2,57.17%,2067834.81,57
Chihuahua,Chihuahua Sur,Delicias,Delicias D,Vale Amigo,01/07/2026,34.77%,601431,2408148,3009579,1046415,1963165,104,36,68,663,164,13,-4.05%,-162242,-184981,22739,-5,-4,-1,-33,-26,-5,34.77%,1963164.53,68
Chihuahua,Chihuahua Sur,Delicias,Delicias E,Viva Vale,01/07/2026,69.97%,672495,3188229,3860724,2701208,1159516,129,92,37,746,481,21,0.04%,217699,153888,63811,-1,-4,3,17,7,-5,69.97%,1159516.05,37
Chihuahua,Chihuahua Sur,Jimenez,Jimenez A,Vale Amigo,01/07/2026,73.77%,656535,3160058,3816594,2815640,1000953,105,78,27,754,507,20,-0.87%,-46934,-68161,21226,-1,-3,2,-1,-18,10,73.77%,1000953.41,27
Chihuahua,Chihuahua Sur,Jimenez,Jimenez B,Vale Amigo,01/07/2026,83.46%,545519,1983508,2529027,2110800,418227,83,58,25,468,357,,1.28%,182258,182258,0,1,1,0,22,22,,83.46%,418227.14,25
Chihuahua,Chihuahua Sur,Jimenez,Jimenez C,Viva Vale,01/07/2026,82.97%,569135,2842976,3412111,2831137,580974,95,80,15,711,568,,0.66%,127675,127675,0,-3,-3,0,28,37,-9,82.97%,580974.03,15
Chihuahua,Chihuahua Sur,Meoqui,Meoqui A,Vale Amigo,01/07/2026,53.90%,766500,4085747,4852247,2615464,2236784,135,73,62,981,449,33,1.17%,-31115,40535,-71649,3,4,-1,25,13,23,53.90%,2236783.68,62
Chihuahua,Chihuahua Sur,Meoqui,Meoqui B,Vale Amigo,01/07/2026,68.43%,647169,4208861,4856030,3323003,1533028,155,82,73,1051,616,3,-0.70%,-59128,-74906,15778,3,2,1,-4,-2,-8,68.43%,1533027.59,73
Chihuahua,Chihuahua Sur,Meoqui,Meoqui C,Viva Vale,01/07/2026,75.46%,513868,2384863,2898731,2187325,711406,96,74,22,615,447,4,-1.64%,61071,-374,61445,1,1,0,35,40,-18,75.46%,711405.8,22
Digital Suroeste,Digital Chiapas,Comitan Digital,Ejecutivo Comitan A,Vale Amigo,01/07/2026,80.43%,213877,1839926,2053803,1651946,401856,68,51,17,491,381,,-3.65%,268817,150982,117835,2,-4,6,48,21,,80.43%,401856.47,17
Digital Suroeste,Digital Chiapas,Tonala Digital,Ejecutivo Tonala A,Vale Amigo,01/07/2026,89.81%,132142,1410834,1542976,1385683,157293,40,33,7,428,367,,1.63%,212283,212283,0,5,5,0,53,53,,89.81%,157293.42,7
Digital Suroeste,Digital Chiapas,Villa Flores Digital,Ejecutivo Villa Flores A,Vale Amigo,01/07/2026,85.10%,53827,856521,910348,774742,135606,28,24,4,268,241,,-2.94%,138856,95457,43399,5,3,2,40,31,,85.10%,135606.38,4
Digital Suroeste,Digital Guerrero,Acapulco Digital,Ejecutivo Acapulco A,Vale Amigo,01/07/2026,96.86%,123142,704028,827171,801214,25957,24,23,1,186,177,,-3.14%,143788,117831,25957,2,1,1,32,23,,96.86%,25956.54,1
Digital Suroeste,Digital Guerrero,Chilpancingo Digital,Ejecutivo Chilpancingo A,Vale Amigo,01/07/2026,100.00%,60443,660639,721082,721082,,32,32,,187,187,,0.00%,164252,164252,,8,8,,48,48,,100.00%,,
Digital Suroeste,Digital Guerrero,Coyuca de Benitez Digital,Ejecutivo Coyuca De Benitez A,Vale Amigo,01/07/2026,92.83%,150223,1065083,1215306,1128168,87138,40,37,3,271,250,,-3.01%,448894,393601,55293,10,8,2,72,60,,92.83%,87137.72,3
Digital Suroeste,Digital Guerrero,Cruz Grande,Coordinación A Cruz Grande,Vale Amigo,01/07/2026,100.00%,0,8000,8000,8000,,1,1,,2,2,,100.00%,8000,8000,,1,1,,2,2,,100.00%,,
Digital Suroeste,Digital Guerrero,Iguala Digital,Ejecutivo Iguala A,Vale Amigo,01/07/2026,99.40%,94350,1220569,1314919,1307004,7915,41,40,1,353,348,,-0.60%,348649,340734,7915,6,5,1,87,82,,99.40%,7915,1
Digital Suroeste,Digital Oaxaca,Ixtepec Digital,Ejecutivo Ixtepec A,Vale Amigo,01/07/2026,94.81%,327183,3243662,3570845,3385482,185363,54,49,5,804,755,,0.97%,549987,550592,-606,6,6,0,92,92,,94.81%,185363.02,5
Digital Suroeste,Digital Oaxaca,Juchitan Digital,Ejecutivo Juchitan A,Vale Amigo,01/07/2026,81.20%,268035,3604428,3872463,3144542,727921,88,62,26,951,715,,-0.37%,464017,364103,99914,4,1,3,127,94,,81.20%,727920.92,26
Digital Suroeste,Digital Oaxaca,Matias Romero Digital,Ejecutivo Matias Romero A,Vale Amigo,01/07/2026,96.57%,189557,2160478,2350036,2269511,80525,45,42,3,561,538,,-1.75%,423523,375291,48232,4,3,1,81,74,,96.57%,80524.86,3
Digital Suroeste,Digital Oaxaca,Tehuantepec Digital,Ejecutivo Tehuantepec A,Vale Amigo,01/07/2026,75.38%,277068,3081229,3358297,2531568,826730,76,51,25,845,605,,-10.24%,527192,107446,419747,7,1,6,120,26,,75.38%,826729.51,25
Digital Suroeste,Digital Oaxaca Costa,Huatulco Digital,Ejecutivo Huatulco A,Vale Amigo,01/07/2026,100.00%,26400,369297,395697,395697,,17,17,,116,116,,0.00%,119249,119249,,5,5,,29,29,,100.00%,,
Digital Suroeste,Digital Oaxaca Costa,Pinotepa Nacional Digital,Ejecutivo Pinotepa Nacional A,Vale Amigo,01/07/2026,85.83%,57048,849404,906453,778011,128442,31,26,5,211,180,,-9.60%,143273,49721,93552,2,-2,4,40,18,,85.83%,128441.74,5
Digital Suroeste,Digital Oaxaca Costa,Puerto Escondido Digital,Ejecutivo Puerto Escondido A,Vale Amigo,01/07/2026,92.41%,14905,396210,411115,379910,31205,18,17,1,114,106,,1.00%,47862,47862,0,3,3,0,24,24,,92.41%,31205,1
Digital Suroeste,Digital Oaxaca Costa,Salina Cruz Digital,Ejecutivo Salina Cruz A,Vale Amigo,01/07/2026,89.21%,169473,1997827,2167300,1933423,233877,68,58,10,646,546,,-4.54%,168102,59276,108826,6,1,5,49,10,,89.21%,233876.91,10
Noreste,Coahuila,Guadalupe Victoria,Guadalupe Victoria A,Vale Amigo,01/07/2026,67.37%,480566,5249306,5729871,3860053,1869818,88,54,34,1186,722,45,-6.05%,304369,-123231,427600,5,2,3,36,-76,45,67.37%,1869818.09,34
Noreste,Coahuila,Guadalupe Victoria,Guadalupe Victoria B,Vale Amigo,01/07/2026,75.52%,659163,5150336,5809499,4387136,1422363,95,63,32,1148,791,19,-1.40%,480637,288302,192335,4,-2,6,54,-18,19,75.52%,1422362.77,32
Noreste,Coahuila,Parras,Parras A,Vale Amigo,01/07/2026,67.04%,840075,5129823,5969897,4002224,1967673,157,98,59,1355,759,49,-1.58%,73578,-44129,117707,-1,-1,0,19,-16,13,67.04%,1967673.37,59
Noreste,Coahuila,Parras,parras B,Vale Amigo,01/07/2026,89.27%,0,184566,184566,164762,19804,10,9,1,37,33,,-10.73%,124070,104266,19804,6,5,1,25,21,,89.27%,19804,1
Noreste,Coahuila,San Pedro,San Pedro A,Vale Amigo,01/07/2026,57.74%,676416,4431147,5107563,2949091,2158472,122,68,54,1182,601,23,-1.72%,71047,-45707,116755,2,0,2,16,-27,23,57.74%,2158472.13,54
Noreste,Coahuila,San Pedro,San Pedro B,Vale Amigo,01/07/2026,68.81%,752810,3890318,4643128,3195164,1447963,103,67,36,949,562,21,0.60%,190863,157979,32884,1,0,1,29,22,-1,68.81%,1447963.45,36
Noreste,Coahuila,San Pedro,San Pedro C,Vale Amigo,01/07/2026,71.58%,721920,3227298,3949218,2826789,1122429,103,59,44,871,513,,1.53%,241794,229905,11889,0,0,0,17,19,,71.58%,1122429.16,44
Noreste,Coahuila Norte,Acuña,Acuña A,Vale Amigo,01/07/2026,41.99%,2058951,11574817,13633768,5724198,7909570,232,55,177,2858,960,,-2.79%,511686,-151459,663145,-2,-6,4,73,23,-67,41.99%,7909570.28,177
Noreste,Coahuila Norte,Acuña,Acuña B,Vale Amigo,01/07/2026,32.08%,1688790,9717286,11406076,3659267,7746808,195,49,146,2520,607,12,-9.76%,-41656,-1130180,1088524,-2,-6,4,-34,-123,-131,32.08%,7746808.34,146
Noreste,Coahuila Norte,Acuña,Acuña C,Vale Amigo,01/07/2026,51.90%,1259416,9164227,10423643,5409630,5014013,181,75,106,2365,1087,8,-3.78%,369560,-188274,557834,0,-6,6,64,-50,-1,51.90%,5014012.75,106
Noreste,Coahuila Norte,Acuña,Acuña D,Vale Amigo,01/07/2026,100.00%,0,209708,209708,209708,,16,16,,42,42,,0.00%,193258,193258,,15,15,,37,37,,100.00%,,
Noreste,Coahuila Norte,Monclova,Monclova A,Vale Amigo,01/07/2026,41.67%,1411955,8085044,9496999,3957125,5539874,193,75,118,2102,693,57,-2.23%,83812,-174866,258678,2,-7,9,24,-25,-13,41.67%,5539874.08,118
Noreste,Coahuila Norte,Monclova,Monclova B,Vale Amigo,01/07/2026,51.89%,1107565,6667066,7774630,4034002,3740629,172,78,94,1569,704,11,0.22%,295236,169707,125529,-1,-5,4,28,-16,11,51.89%,3740628.72,94
Noreste,Coahuila Norte,Monclova,Monclova C,Vale Amigo,01/07/2026,46.03%,1370334,6810812,8181146,3766162,4414985,233,81,152,1931,683,20,-0.21%,324421,133002,191418,3,-1,4,38,-24,20,46.03%,4414984.89,152
Noreste,Coahuila Norte,Monclova,Monclova D,Viva Vale,01/07/2026,69.22%,862626,4566764,5429390,3758304,1671086,103,73,30,1042,690,32,-3.97%,45191,-182290,227481,-5,-6,1,2,-37,7,69.22%,1671086.02,30
Noreste,Coahuila Norte,Monclova,Monclova E,Viva Vale,01/07/2026,72.47%,415324,3279494,3694818,2677537,1017281,81,46,35,848,581,,-4.84%,211776,-15268,227044,3,-2,5,32,-30,,72.47%,1017281.31,35
Noreste,Coahuila Norte,Piedras Negras,Piedras Negras A,Vale Amigo,01/07/2026,53.61%,1326250,8607065,9933315,5324809,4608506,167,68,99,2098,919,15,1.97%,559634,485090,74544,2,0,2,46,33,-6,53.61%,4608505.88,99
Noreste,Coahuila Norte,Piedras Negras,Piedras Negras B,Vale Amigo,01/07/2026,44.23%,1121780,6702044,7823824,3460817,4363008,182,60,122,1931,712,,-7.19%,70948,-525802,596751,-2,-6,4,29,-79,-9,44.23%,4363007.81,122
Noreste,Coahuila Norte,Piedras Negras,Piedras Negras C,Vale Amigo,01/07/2026,56.98%,1167941,8028514,9196455,5239891,3956564,164,84,80,2018,1032,48,-9.95%,25037,-898178,923215,1,-6,7,48,-122,-20,56.98%,3956564.22,80
Noreste,Digital San Luis,Cd Mante Digital,Ejecutivo Cd Mante A,Vale Amigo,01/07/2026,87.20%,293173,3140522,3433695,2994302,439393,63,45,18,701,578,,0.71%,575792,522418,53375,7,5,2,108,92,,87.20%,439393.06,18
Noreste,Digital San Luis,Cd Victoria Digital,Ejecutivo Cd Victoria A,Vale Amigo,01/07/2026,82.49%,346168,3217494,3563662,2939561,624101,79,58,21,769,611,,4.83%,769990,769990,0,13,13,0,152,152,,82.49%,624100.89,21
Noreste,Digital San Luis,San Luis Potosi Digital,San Luis Potosi A,Vale Amigo,01/07/2026,87.27%,484459,3395135,3879594,3385529,494066,58,38,20,810,665,,2.40%,594697,597923,-3226,3,3,0,76,76,,87.27%,494065.53,20
Noreste,Reynosa Digital,Matamoros Digital,Ejecutivo Matamoros A,Vale Amigo,01/07/2026,100.00%,0,34284,34284,34284,,1,1,,6,6,,100.00%,34284,34284,,1,1,,6,6,,100.00%,,
Noreste,Reynosa Digital,Reynosa Digital,Ejecutivo Reynosa A,Vale Amigo,01/07/2026,100.00%,0,63850,63850,63850,,2,2,,12,12,,100.00%,63850,63850,,2,2,,12,12,,100.00%,,
Noreste,Saltillo/Nuevo Leon,Cadereyta,Cadereyta A,Vale Amigo,01/07/2026,52.32%,805148,4000909,4806057,2514463,2291594,98,48,50,947,389,5,-2.38%,135247,-40361,175607,1,-3,4,25,2,-12,52.32%,2291594.18,50
Noreste,Saltillo/Nuevo Leon,Cadereyta,Cadereyta B,Vale Amigo,01/07/2026,52.11%,765783,3204933,3970716,2069236,1901480,103,48,55,827,327,8,-3.22%,251536,11310,240226,3,1,2,31,-15,-3,52.11%,1901480.32,55
Noreste,Saltillo/Nuevo Leon,Cadereyta,Cadereyta C,Viva Vale,01/07/2026,81.28%,414782,2242538,2657320,2159939,497381,59,48,11,477,334,45,0.71%,74031,78641,-4610,0,-1,1,2,4,3,81.28%,497381.34,11
Noreste,Saltillo/Nuevo Leon,Cadereyta,Cadereyta D,Viva Vale,01/07/2026,86.84%,310609,2124401,2435009,2114565,320445,55,48,7,430,341,,1.12%,191658,191658,0,0,0,0,31,31,,86.84%,320444.52,7
Noreste,Saltillo/Nuevo Leon,Linares,Linares A,Vale Amigo,01/07/2026,70.35%,1018652,4775897,5794548,4076701,1717848,193,101,92,1379,804,6,-1.94%,195491,29018,166473,0,-3,3,10,-34,6,70.35%,1717847.72,92
Noreste,Saltillo/Nuevo Leon,Linares,Linares B,Vale Amigo,01/07/2026,52.84%,865448,4130918,4996366,2640054,2356311,171,93,78,1222,544,17,-2.81%,6308,-136843,143151,1,-3,4,-3,-34,6,52.84%,2356311.03,78
Noreste,Saltillo/Nuevo Leon,Saltillo,Saltillo A,Vale Amigo,01/07/2026,56.42%,722723,4105686,4828409,2724311,2104098,160,84,76,1117,487,46,0.34%,111544,79062,32482,2,0,2,12,-4,0,56.42%,2104097.8,76
Noreste,Saltillo/Nuevo Leon,Saltillo,Saltillo B,Vale Amigo,01/07/2026,67.39%,848368,3949246,4797614,3233098,1564516,166,98,68,1090,609,18,1.55%,205904,209870,-3965,2,-1,3,40,30,-7,67.39%,1564515.61,68
Noreste,Saltillo/Nuevo Leon,Saltillo,Saltillo C,Vale Amigo,01/07/2026,54.17%,785868,3584242,4370110,2367258,2002852,150,69,81,1067,459,18,-2.60%,13577,-105873,119450,1,-1,2,18,-1,-1,54.17%,2002851.74,81
Noreste,Saltillo/Nuevo Leon,Saltillo,Saltillo D,Vale Amigo,01/07/2026,49.22%,837751,3816485,4654236,2290955,2363281,152,56,96,1162,437,26,0.68%,75339,68153,7186,0,-1,1,23,7,19,49.22%,2363280.78,96
Noreste,Saltillo/Nuevo Leon,Saltillo,Saltillo E,Viva Vale,01/07/2026,77.19%,493334,2664220,3157555,2437282,720273,105,81,24,678,494,10,-0.74%,76229,36075,40154,-6,-6,0,16,29,-18,77.19%,720272.86,24
Noreste,San Luis,Ciudad Valles,Ciudad Valles A,Vale Amigo,01/07/2026,71.89%,937365,5496394,6433759,4625199,1808561,150,101,49,1263,789,13,1.00%,250071,241911,8160,6,5,1,40,43,-7,71.89%,1808560.5,49
Noreste,San Luis,Ciudad Valles,Ciudad Valles B,Vale Amigo,01/07/2026,55.44%,873379,3732874,4606253,2553478,2052775,132,64,68,1035,427,17,-1.04%,228767,81324,147443,6,3,3,37,4,-3,55.44%,2052775.08,68
Noreste,San Luis,Ciudad Valles,Ciudad Valles C,Viva Vale,01/07/2026,57.05%,364150,2140967,2505117,1429168,1075949,65,42,23,519,258,30,-1.18%,-70105,-70485,379,0,-1,1,-15,-34,25,57.05%,1075948.54,23
Noreste,San Luis,Ciudad Valles,Ciudad Valles D,Viva Vale,01/07/2026,85.07%,397928,2318087,2716015,2310560,405455,64,53,11,580,470,11,-0.09%,110665,91910,18755,-1,-2,1,16,11,0,85.07%,405455.04,11
Noreste,San Luis,Matehuala,Matehuala A,Vale Amigo,01/07/2026,73.62%,839621,4635732,5475354,4030999,1444355,120,75,45,1083,740,,0.49%,153130,138665,14465,1,0,1,20,23,-5,73.62%,1444355.14,45
