Date,Marca,Subdirección,Zona,Sucursal,Total dispersado,Monto Financiero,Monto PP,Canjes,Prestamos Personales,Canje Promedio,PP Promedio
20/06/2026,Vale Amigo,Baja Sonora Norte,Baja Norte,Tijuana,118360,118360,,15,,7890.67,
23/06/2026,Vale Amigo,Pacifico,Sonora Norte 1,Caborca,118052,75052,43000,9,2,8339.11,21500
03/06/2026,Vale Amigo,Pacifico,Sonora Centro,Empalme,118000,102000,16000,17,2,6000,8000
12/06/2026,Vale Amigo,Pacifico,Digital Sonora Norte 2,Nogales,118000,95000,23000,14,2,6785.71,11500
05/06/2026,Vale Amigo,Noreste,Coahuila Norte,Acuña,117500,117500,,14,,8392.86,
05/06/2026,Vale Amigo,Noreste,Coahuila Norte,Monclova,117500,101500,16000,15,1,6766.67,16000
22/06/2026,Vale Amigo,Pacifico,Sonora Sur,Navojoa,117500,107500,10000,17,1,6323.53,10000
01/07/2026,Viva Vale,Sureste,Tabasco Centro,Macuspana,117500,94500,23000,13,2,7269.23,11500
03/07/2026,Vale Amigo,Noreste,Coahuila,Guadalupe Victoria,117500,94500,23000,15,2,6300,11500
01/06/2026,Vale Amigo,Bajio,Sinaloa Sur 2,Escuinapa,117000,105000,12000,13,1,8076.92,12000
08/06/2026,Vale Amigo,Bajio,Zacatecas,Fresnillo,117000,69000,48000,11,3,6272.73,16000
09/06/2026,Vale Amigo,Baja Sonora Norte,Mexicali,San Luis Rio Colorado,117000,102000,15000,16,1,6375,15000
09/06/2026,Vale Amigo,Pacifico,Digital Sonora Norte 2,Nogales,117000,102000,15000,15,1,6800,15000
10/06/2026,Vale Amigo,Pacifico,La Paz 2,La Paz 3,117000,51000,66000,8,4,6375,16500
12/06/2026,Vale Amigo,Bajio,Morelia,Celaya,117000,101000,16000,16,2,6312.5,8000
13/06/2026,Vale Amigo,Bajio,Morelia,Morelia,117000,117000,,16,,7312.5,
15/06/2026,Vale Amigo,Sureste,Tabasco Norte,Paraiso,117000,87000,30000,16,2,5437.5,15000
16/06/2026,Viva Vale,Pacifico,Mazatlan,La Cruz,117000,94000,23000,11,2,8545.45,11500
19/06/2026,Viva Vale,Chihuahua,Chihuahua Centro,Cuauhtemoc,117000,92000,25000,12,2,7666.67,12500
02/07/2026,Vale Amigo,Bajio,Sinaloa Sur 2,Acaponeta,117000,84000,33000,10,2,8400,16500
02/07/2026,Vale Amigo,Sureste,Veracruz Norte,Tuxpan,117000,117000,,16,,7312.5,
02/07/2026,Vale Amigo,Pacifico,Sonora Norte 1,Magdalena,116944,91944,25000,12,1,7662,25000
02/06/2026,Viva Vale,Sureste,Tabasco Centro,Teapa,116500,96500,20000,14,1,6892.86,20000
08/06/2026,Vale Amigo,Sureste,Veracruz Centro,Orizaba,116500,90500,26000,13,2,6961.54,13000
12/06/2026,Vale Amigo,Noreste,Coahuila Norte,Acuña,116500,98500,18000,13,1,7576.92,18000
12/06/2026,Vale Amigo,Pacifico,La Paz 2,Cd.Constitución,116500,101500,15000,12,1,8458.33,15000
18/06/2026,Viva Vale,Sureste,Tabasco Norte,Cardenas 2,116500,116500,,21,,5547.62,
29/06/2026,Vale Amigo,Noreste,Tampico,Tampico Madero,116500,108500,8000,14,1,7750,8000
03/07/2026,Vale Amigo,Baja Sonora Norte,Baja Norte,Rosarito,116500,116500,,15,,7766.67,
03/07/2026,Vale Amigo,Sureste,Tabasco Centro,Villahermosa 2,116500,116500,,18,,6472.22,
03/06/2026,Viva Vale,Sureste,Veracruz Sur,Minatitlán,116000,116000,,16,,7250,
11/06/2026,Vale Amigo,Pacifico,Sonora Sur,Navojoa,116000,101000,15000,13,1,7769.23,15000
15/06/2026,Viva Vale,Sureste,Tabasco Centro,Teapa,116000,63000,53000,9,4,7000,13250
23/06/2026,Vale Amigo,Noreste,Coahuila Norte,Acuña,116000,116000,,15,,7733.33,
29/06/2026,Vale Amigo,Pacifico,Sinaloa Sur 1,El Dorado,116000,83000,33000,11,2,7545.45,16500
30/06/2026,Vale Amigo,Chihuahua,Chihuahua Sur,Camargo,116000,86000,30000,13,1,6615.38,30000
01/07/2026,Viva Vale,Noreste,Tamaulipas,Altamira,116000,106000,10000,14,1,7571.43,10000
02/07/2026,Vale Amigo,Bajio,Sinaloa Sur 2,Escuinapa,116000,88000,28000,11,2,8000,14000
19/06/2026,Vale Amigo,Sureste,Veracruz Norte,Tuxpan,115653,107653,8000,14,1,7689.5,8000
12/06/2026,Vale Amigo,Pacifico,Sonora Norte 1,Magdalena,115500,115500,,15,,7700,
16/06/2026,Viva Vale,Sureste,Veracruz Norte,Tuxpan,115500,85500,30000,10,2,8550,15000
16/06/2026,Viva Vale,Sureste,Veracruz Sur,Minatitlán,115500,115500,,19,,6078.95,
23/06/2026,Vale Amigo,Noreste,Saltillo/Nuevo Leon,Saltillo,115500,100500,15000,19,1,5289.47,15000
02/07/2026,Viva Vale,Sureste,Tabasco Centro,Teapa,115500,85500,30000,15,2,5700,15000
01/06/2026,Vale Amigo,Bajio,Sinaloa Sur 2,Acaponeta,115000,58000,57000,7,4,8285.71,14250
13/06/2026,Vale Amigo,Baja Sonora Norte,Baja Norte,Tijuana 2,115000,93000,22000,11,1,8454.55,22000
17/06/2026,Viva Vale,Sureste,Veracruz Centro,Cordoba,115000,100000,15000,16,1,6250,15000
18/06/2026,Vale Amigo,Baja Sonora Norte,Baja Norte,Tijuana,115000,64000,51000,9,3,7111.11,17000
18/06/2026,Vale Amigo,Pacifico,Sinaloa Centro,Guamuchil,115000,115000,,15,,7666.67,
23/06/2026,Vale Amigo,Bajio,Sinaloa Sur 2,Escuinapa,115000,93000,22000,12,1,7750,22000
26/06/2026,Vale Amigo,Pacifico,Sinaloa Centro,Culiacán Centro,115000,115000,,15,,7666.67,
29/06/2026,Vale Amigo,Bajio,Morelia,Morelia,115000,101000,14000,16,1,6312.5,14000
02/07/2026,Vale Amigo,Noreste,Digital San Luis,Cd Mante Digital,115000,90000,25000,13,1,6923.08,25000
03/07/2026,Viva Vale,Sureste,Tabasco Norte,Comalcalco,115000,84000,31000,16,3,5250,10333.33
02/06/2026,Vale Amigo,Noreste,Saltillo/Nuevo Leon,Cadereyta,114500,54500,60000,8,3,6812.5,20000
29/06/2026,Vale Amigo,Pacifico,Sinaloa Centro,Guamuchil,114500,84500,30000,13,3,6500,10000
19/06/2026,Vale Amigo,Baja Sonora Norte,Baja Norte,Rosarito,114320,114320,,14,,8165.71,
03/06/2026,Vale Amigo,Bajio,Durango,El Salto,114000,92000,22000,14,1,6571.43,22000
09/06/2026,Vale Amigo,Chihuahua,Chihuahua Centro,Cuauhtemoc,114000,66000,48000,10,3,6600,16000
12/06/2026,Vale Amigo,Baja Sonora Norte,Mexicali,Mexicali,114000,62000,52000,10,3,6200,17333.33
13/06/2026,Viva Vale,Noreste,Tampico,Tampico Madero,114000,99000,15000,15,1,6600,15000
18/06/2026,Vale Amigo,Sureste,Tabasco Norte,Paraiso,114000,114000,,19,,6000,
20/06/2026,Vale Amigo,Pacifico,Mazatlan,Mazatlán Centro,114000,81000,33000,11,2,7363.64,16500
25/06/2026,Vale Amigo,Sureste,Veracruz Sur,Coatzacoalcos,114000,106000,8000,17,1,6235.29,8000
27/06/2026,Viva Vale,Noreste,Tamaulipas,Altamira,114000,114000,,15,,7600,
03/07/2026,Vale Amigo,Noreste,San Luis,Matehuala,114000,114000,,15,,7600,
22/06/2026,Vale Amigo,Pacifico,Los Cabos,Cabo San Lucas,113644,113644,,15,,7576.27,
01/06/2026,Vale Amigo,Bajio,Morelia,Morelia,113500,95500,18000,14,1,6821.43,18000
03/06/2026,Vale Amigo,Bajio,Zacatecas,Fresnillo,113500,113500,,16,,7093.75,
12/06/2026,Vale Amigo,Noreste,San Luis,Ciudad Valles,113500,83500,30000,12,2,6958.33,15000
25/06/2026,Vale Amigo,Pacifico,La Paz 2,Cd.Constitución,113500,91500,22000,12,1,7625,22000
04/06/2026,Viva Vale,Sureste,Tabasco Norte,Paraiso,113000,68000,45000,9,3,7555.56,15000
05/06/2026,Vale Amigo,Pacifico,Obregon,Obregón Perisur,113000,113000,,19,,5947.37,
08/06/2026,Vale Amigo,Pacifico,Sonora Centro,Empalme,113000,88000,25000,15,1,5866.67,25000
12/06/2026,Vale Amigo,Sureste,Veracruz Centro,Cordoba,113000,90000,23000,14,2,6428.57,11500
16/06/2026,Vale Amigo,Noreste,Saltillo/Nuevo Leon,Cadereyta,113000,113000,,14,,8071.43,
18/06/2026,Viva Vale,Sureste,Tabasco Norte,Paraiso,113000,75000,38000,11,2,6818.18,19000
19/06/2026,Viva Vale,Noreste,Tamaulipas,Altamira,113000,83000,30000,13,1,6384.62,30000
19/06/2026,Viva Vale,Noreste,Tampico,Tampico Madero,113000,113000,,18,,6277.78,
20/06/2026,Vale Amigo,Sureste,Veracruz Centro,Orizaba,113000,90000,23000,17,2,5294.12,11500
22/06/2026,Vale Amigo,Noreste,San Luis,Matehuala,113000,113000,,15,,7533.33,
25/06/2026,Vale Amigo,Pacifico,Sinaloa Centro,Guamuchil,113000,76000,37000,12,2,6333.33,18500
26/06/2026,Vale Amigo,Sureste,Tabasco Centro,Villahermosa 2,113000,66000,47000,11,2,6000,23500
27/06/2026,Vale Amigo,Sureste,Tabasco Norte,Cardenas,113000,91000,22000,15,3,6066.67,7333.33
30/06/2026,Vale Amigo,Noreste,Coahuila,San Pedro,113000,113000,,19,,5947.37,
20/06/2026,Vale Amigo,Sureste,Tabasco Norte,Comalcalco,112857,112857,,20,,5642.85,
27/06/2026,Vale Amigo,Pacifico,Sonora Norte 1,Caborca,112530,102530,10000,13,1,7886.92,10000
30/06/2026,Vale Amigo,Chihuahua,Chihuahua Centro,Parral,112518,82518,30000,13,1,6347.54,30000
02/06/2026,Vale Amigo,Bajio,Zacatecas,Fresnillo,112500,112500,,18,,6250,
03/06/2026,Vale Amigo,Pacifico,Obregon,Obregón Esperanza,112500,112500,,14,,8035.71,
04/06/2026,Vale Amigo,Bajio,Morelia,Uruapan,112500,112500,,15,,7500,
04/06/2026,Vale Amigo,Bajio,Sinaloa Sur 2,Escuinapa,112500,86500,26000,11,2,7863.64,13000
11/06/2026,Vale Amigo,Sureste,Veracruz Sur,Coatzacoalcos,112500,79500,33000,12,2,6625,16500
17/06/2026,Vale Amigo,Pacifico,Sinaloa Sur 1,Costa Rica,112500,104500,8000,14,1,7464.29,8000
29/06/2026,Viva Vale,Sureste,Veracruz Centro,Orizaba,112500,89500,23000,15,2,5966.67,11500
02/07/2026,Viva Vale,Sureste,Veracruz Sur,Minatitlán,112500,82500,30000,15,2,5500,15000
03/07/2026,Vale Amigo,Chihuahua,Chihuahua Norte,Cd. Juárez 2,112500,104500,8000,16,1,6531.25,8000
02/06/2026,Vale Amigo,Chihuahua,Chihuahua Centro,Cuauhtemoc,112000,104000,8000,16,1,6500,8000
09/06/2026,Vale Amigo,Chihuahua,Chihuahua Norte,Cd. Juárez 2,112000,112000,,17,,6588.24,
10/06/2026,Vale Amigo,Pacifico,Sonora Centro,Guaymas,112000,112000,,16,,7000,
10/06/2026,Vale Amigo,Sureste,Veracruz Centro,Cordoba,112000,102000,10000,19,1,5368.42,10000
17/06/2026,Vale Amigo,Pacifico,Sinaloa Sur 1,Navolato,112000,112000,,18,,6222.22,
24/06/2026,Viva Vale,Noreste,Tampico,Tampico Madero,112000,104000,8000,15,1,6933.33,8000
26/06/2026,Vale Amigo,Sureste,Veracruz Sur,Coatzacoalcos,112000,90000,22000,14,1,6428.57,22000
29/06/2026,Vale Amigo,Pacifico,Mazatlan,La Cruz,112000,97000,15000,12,1,8083.33,15000
29/06/2026,Viva Vale,Noreste,Tampico,Tampico Centro,112000,112000,,14,,8000,
03/07/2026,Vale Amigo,Bajio,Durango,El Salto,112000,82000,30000,13,2,6307.69,15000
03/07/2026,Viva Vale,Noreste,Coahuila Norte,Monclova,112000,97000,15000,12,1,8083.33,15000
04/07/2026,Viva Vale,Sureste,Veracruz Sur,Coatzacoalcos 2,112000,112000,,20,,5600,
01/07/2026,Vale Amigo,Digital Suroeste,Digital Oaxaca,Juchitan Digital,111936,86936,25000,14,1,6209.71,25000
08/06/2026,Viva Vale,Noreste,Tamaulipas,Altamira,111500,81500,30000,13,2,6269.23,15000
15/06/2026,Viva Vale,Sureste,Veracruz Centro,Orizaba,111500,88500,23000,13,2,6807.69,11500
23/06/2026,Vale Amigo,Pacifico,Mazatlan,La Cruz,111500,63500,48000,8,3,7937.5,16000
23/06/2026,Vale Amigo,Sureste,Veracruz Norte,Tuxpan,111500,63500,48000,8,3,7937.5,16000
01/06/2026,Vale Amigo,Chihuahua,Chihuahua Sur,Delicias,111000,71000,40000,9,2,7888.89,20000
02/06/2026,Vale Amigo,Noreste,Coahuila,Parras,111000,88000,23000,13,2,6769.23,11500
13/06/2026,Vale Amigo,Baja Sonora Norte,Baja Norte,Rosarito,111000,71000,40000,9,2,7888.89,20000
13/06/2026,Vale Amigo,Pacifico,Sinaloa Sur 1,Navolato,111000,78000,33000,10,2,7800,16500
15/06/2026,Vale Amigo,Noreste,Digital San Luis,San Luis Potosi Digital,111000,51000,60000,8,2,6375,30000
18/06/2026,Vale Amigo,Pacifico,Sonora Sur,Huatabampo,111000,111000,,15,,7400,
18/06/2026,Viva Vale,Sureste,Veracruz Sur,Coatzacoalcos 2,111000,103000,8000,16,1,6437.5,8000
24/06/2026,Vale Amigo,Sureste,Tabasco Centro,Teapa,111000,74000,37000,13,2,5692.31,18500
25/06/2026,Vale Amigo,Noreste,Coahuila,San Pedro,111000,76000,35000,10,2,7600,17500
29/06/2026,Vale Amigo,Bajio,Morelia,Uruapan,111000,100000,11000,13,1,7692.31,11000
25/06/2026,Vale Amigo,Noreste,Coahuila Norte,Acuña,110709,87709,23000,11,2,7973.55,11500
01/07/2026,Vale Amigo,Baja Sonora Norte,Baja Norte,Tijuana 2,110648,110648,,16,,6915.5,
04/06/2026,Vale Amigo,Sureste,Tabasco Centro,Villahermosa,110500,110500,,18,,6138.89,
04/06/2026,Viva Vale,Sureste,Veracruz Sur,Coatzacoalcos 2,110500,98500,12000,14,1,7035.71,12000
09/06/2026,Vale Amigo,Noreste,Coahuila,Guadalupe Victoria,110500,100500,10000,16,1,6281.25,10000
12/06/2026,Vale Amigo,Noreste,Coahuila Norte,Piedras Negras,110500,110500,,15,,7366.67,
13/06/2026,Vale Amigo,Chihuahua,Chihuahua Norte,Cd. Juárez 2,110500,102500,8000,14,1,7321.43,8000
15/06/2026,Vale Amigo,Baja Sonora Norte,Baja Norte,Tijuana 2,110500,110500,,14,,7892.86,
27/06/2026,Vale Amigo,Pacifico,Sonora Centro,Empalme,110500,95500,15000,18,1,5305.56,15000
01/06/2026,Viva Vale,Pacifico,Mazatlan,La Cruz,110000,85000,25000,11,2,7727.27,12500
09/06/2026,Vale Amigo,Noreste,Saltillo/Nuevo Leon,Saltillo,110000,110000,,15,,7333.33,
09/06/2026,Vale Amigo,Sureste,Tabasco Centro,Villahermosa 2,110000,61000,49000,11,4,5545.45,12250
10/06/2026,Vale Amigo,Sureste,Tabasco Norte,Cardenas,110000,94000,16000,14,2,6714.29,8000
12/06/2026,Vale Amigo,Sureste,Tabasco Norte,Comalcalco,110000,90000,20000,14,2,6428.57,10000
17/06/2026,Viva Vale,Sureste,Tabasco Centro,Teapa,110000,95000,15000,14,1,6785.71,15000
18/06/2026,Vale Amigo,Baja Sonora Norte,Mexicali,Puerto Peñasco,110000,97000,13000,12,1,8083.33,13000
18/06/2026,Vale Amigo,Chihuahua,Chihuahua Sur,Jimenez,110000,110000,,14,,7857.14,
18/06/2026,Viva Vale,Pacifico,Sinaloa Centro,Culiacán Centro,110000,95000,15000,13,1,7307.69,15000
18/06/2026,Viva Vale,Sureste,Veracruz Sur,Minatitlán,110000,89000,21000,14,2,6357.14,10500
20/06/2026,Vale Amigo,Noreste,Coahuila,Guadalupe Victoria,110000,110000,,14,,7857.14,
22/06/2026,Vale Amigo,Bajio,Tepic,Vallarta,110000,110000,,15,,7333.33,
23/06/2026,Vale Amigo,Pacifico,Sonora Centro,Empalme,110000,85000,25000,13,1,6538.46,25000
24/06/2026,Vale Amigo,Noreste,Digital San Luis,San Luis Potosi Digital,110000,50000,60000,6,2,8333.33,30000
30/06/2026,Vale Amigo,Pacifico,Obregon,Obregón Esperanza,110000,77000,33000,10,2,7700,16500
01/07/2026,Vale Amigo,Noreste,Digital San Luis,San Luis Potosi Digital,110000,110000,,16,,6875,
03/07/2026,Vale Amigo,Pacifico,Sinaloa Sur 1,Costa Rica,110000,37000,73000,6,6,6166.67,12166.67
04/07/2026,Vale Amigo,Noreste,Coahuila Norte,Monclova,110000,110000,,15,,7333.33,
05/06/2026,Viva Vale,Noreste,Tamaulipas,Altamira,109500,94500,15000,12,1,7875,15000
19/06/2026,Vale Amigo,Pacifico,Sinaloa Sur 1,El Dorado,109500,89500,20000,12,1,7458.33,20000
04/07/2026,Vale Amigo,Sureste,Veracruz Sur,Minatitlán,109500,91500,18000,16,1,5718.75,18000
01/06/2026,Vale Amigo,Sureste,Veracruz Sur,Acayucan,109000,79000,30000,13,2,6076.92,15000
08/06/2026,Vale Amigo,Noreste,Coahuila,San Pedro,109000,84000,25000,11,1,7636.36,25000
11/06/2026,Vale Amigo,Bajio,Sinaloa Sur 2,Escuinapa,109000,91000,18000,11,1,8272.73,18000
11/06/2026,Vale Amigo,Chihuahua,Chihuahua Centro,Chihuahua Centro,109000,101000,8000,16,1,6312.5,8000
11/06/2026,Viva Vale,Sureste,Veracruz Sur,Coatzacoalcos 2,109000,52000,57000,9,4,5777.78,14250
15/06/2026,Vale Amigo,Pacifico,Sinaloa Sur 1,Costa Rica,109000,97000,12000,13,1,7461.54,12000
15/06/2026,Viva Vale,Sureste,Veracruz Sur,Acayucan,109000,74000,35000,13,2,5692.31,17500
16/06/2026,Viva Vale,Noreste,Tamaulipas,Altamira,109000,109000,,17,,6411.76,
18/06/2026,Vale Amigo,Noreste,Coahuila Norte,Monclova,109000,109000,,14,,7785.71,
18/06/2026,Vale Amigo,Noreste,Saltillo/Nuevo Leon,Linares,109000,58000,51000,9,4,6444.44,12750
19/06/2026,Viva Vale,Pacifico,Los Cabos,Cabo San Lucas,109000,109000,,14,,7785.71,
24/06/2026,Vale Amigo,Bajio,Zacatecas,Rio Grande,109000,76000,33000,10,2,7600,16500
24/06/2026,Vale Amigo,Pacifico,Los Cabos,Cabo San Lucas,109000,109000,,13,,8384.62,
25/06/2026,Vale Amigo,Sureste,Veracruz Sur,Minatitlán,109000,94000,15000,14,1,6714.29,15000
26/06/2026,Vale Amigo,Noreste,Saltillo/Nuevo Leon,Saltillo,109000,86000,23000,14,2,6142.86,11500
01/07/2026,Viva Vale,Sureste,Veracruz Centro,Orizaba,109000,109000,,16,,6812.5,
30/06/2026,Vale Amigo,Digital Suroeste,Digital Oaxaca Costa,Salina Cruz Digital,108882,98882,10000,17,1,5816.59,10000
03/06/2026,Vale Amigo,Bajio,Sinaloa Sur 2,Escuinapa,108500,78500,30000,11,2,7136.36,15000
15/06/2026,Viva Vale,Noreste,San Luis,Ciudad Valles,108500,93500,15000,14,1,6678.57,15000
17/06/2026,Viva Vale,Sureste,Veracruz Sur,Minatitlán,108500,100500,8000,17,1,5911.76,8000
27/06/2026,Vale Amigo,Pacifico,Sonora Centro,Guaymas,108500,108500,,20,,5425,
01/07/2026,Vale Amigo,Chihuahua,Chihuahua Sur,Delicias,108500,78500,30000,11,2,7136.36,15000
22/06/2026,Vale Amigo,Baja Sonora Norte,Mexicali,San Luis Rio Colorado,108108,108108,,18,,6006,
03/06/2026,Vale Amigo,Baja Sonora Norte,Baja Norte,Rosarito,108000,93000,15000,11,1,8454.55,15000
05/06/2026,Vale Amigo,Sureste,Tabasco Centro,Villahermosa,108000,90000,18000,13,1,6923.08,18000
08/06/2026,Vale Amigo,Pacifico,Los Cabos,San Jose Del Cabo,108000,48000,60000,5,3,9600,20000
10/06/2026,Vale Amigo,Pacifico,Mazatlan,Mazatlán Centro,108000,93000,15000,11,1,8454.55,15000
11/06/2026,Vale Amigo,Baja Sonora Norte,Mexicali,San Luis Rio Colorado,108000,108000,,16,,6750,
15/06/2026,Vale Amigo,Bajio,Zacatecas,Fresnillo,108000,82000,26000,11,2,7454.55,13000
15/06/2026,Vale Amigo,Chihuahua,Chihuahua Sur,Delicias,108000,70000,38000,9,3,7777.78,12666.67
16/06/2026,Vale Amigo,Pacifico,Mazatlan,La Cruz,108000,72000,36000,10,2,7200,18000
17/06/2026,Viva Vale,Pacifico,Sinaloa Centro,Culiacán Centro,108000,80000,28000,13,3,6153.85,9333.33
19/06/2026,Viva Vale,Sureste,Veracruz Sur,Minatitlán,108000,108000,,16,,6750,
22/06/2026,Vale Amigo,Pacifico,Mazatlan,Mazatlán Centro,108000,93000,15000,12,1,7750,15000
23/06/2026,Vale Amigo,Bajio,Tepic,Mezcales,108000,86000,22000,12,1,7166.67,22000
30/06/2026,Viva Vale,Noreste,Saltillo/Nuevo Leon,Cadereyta,108000,58000,50000,6,3,9666.67,16666.67
02/07/2026,Viva Vale,Chihuahua,Chihuahua Centro,Cuauhtemoc,108000,100000,8000,13,1,7692.31,8000
02/07/2026,Viva Vale,Sureste,Tabasco Norte,Paraiso,108000,78000,30000,13,1,6000,30000
03/07/2026,Vale Amigo,Pacifico,La Paz 2,La Paz 3,108000,83000,25000,11,2,7545.45,12500
25/06/2026,Vale Amigo,Pacifico,Los Cabos,Cabo San Lucas,107852,92852,15000,14,1,6632.29,15000
04/07/2026,Vale Amigo,Sureste,Tabasco Centro,Villahermosa,107624,99624,8000,14,1,7116,8000
09/06/2026,Vale Amigo,Pacifico,La Paz 2,Cd.Constitución,107500,85500,22000,14,1,6107.14,22000
10/06/2026,Vale Amigo,Bajio,Morelia,Morelia,107500,107500,,17,,6323.53,
10/06/2026,Vale Amigo,Noreste,Coahuila Norte,Monclova,107500,107500,,17,,6323.53,
11/06/2026,Vale Amigo,Sureste,Veracruz Norte,Poza Rica,107500,62500,45000,11,3,5681.82,15000
12/06/2026,Vale Amigo,Pacifico,Sonora Centro,Empalme,107500,107500,,16,,6718.75,
15/06/2026,Vale Amigo,Baja Sonora Norte,Baja Norte,Rosarito,107500,47500,60000,8,2,5937.5,30000
01/06/2026,Vale Amigo,Bajio,Durango,El Salto,107000,95000,12000,14,1,6785.71,12000
01/06/2026,Viva Vale,Sureste,Veracruz Norte,Tuxpan,107000,64000,43000,9,3,7111.11,14333.33
02/06/2026,Vale Amigo,Chihuahua,Chihuahua Norte,Casas Grandes,107000,92000,15000,13,1,7076.92,15000
03/06/2026,Vale Amigo,Sureste,Veracruz Norte,Tuxpan,107000,89000,18000,10,1,8900,18000
05/06/2026,Vale Amigo,Pacifico,Sonora Norte 1,Magdalena,107000,107000,,13,,8230.77,
08/06/2026,Vale Amigo,Baja Sonora Norte,Baja Norte,Tijuana,107000,107000,,15,,7133.33,
08/06/2026,Vale Amigo,Bajio,Zacatecas,Rio Grande,107000,77000,30000,12,2,6416.67,15000
12/06/2026,Viva Vale,Sureste,Veracruz Sur,Coatzacoalcos 2,107000,69000,38000,10,3,6900,12666.67
15/06/2026,Vale Amigo,Chihuahua,Chihuahua Centro,Cuauhtemoc,107000,107000,,13,,8230.77,
15/06/2026,Viva Vale,Sureste,Tabasco Norte,Paraiso,107000,84000,23000,13,2,6461.54,11500
20/06/2026,Vale Amigo,Baja Sonora Norte,Baja Norte,Rosarito,107000,107000,,14,,7642.86,
24/06/2026,Vale Amigo,Chihuahua,Chihuahua Centro,Parral,107000,55000,52000,9,3,6111.11,17333.33
26/06/2026,Vale Amigo,Pacifico,La Paz 2,La Paz 3,107000,66000,41000,9,3,7333.33,13666.67
01/07/2026,Vale Amigo,Sureste,Veracruz Norte,Tuxpan,107000,68000,39000,8,3,8500,13000
04/07/2026,Vale Amigo,Noreste,Saltillo/Nuevo Leon,Linares,107000,107000,,19,,5631.58,
02/06/2026,Viva Vale,Sureste,Veracruz Sur,Minatitlán,106500,106500,,18,,5916.67,
15/06/2026,Vale Amigo,Chihuahua,Chihuahua Sur,Jimenez,106500,106500,,12,,8875,
24/06/2026,Vale Amigo,Pacifico,Obregon,Obregón Perisur,106500,91500,15000,15,1,6100,15000
29/06/2026,Vale Amigo,Baja Sonora Norte,Baja Norte,Rosarito,106500,26500,80000,4,4,6625,20000
03/06/2026,Vale Amigo,Chihuahua,Chihuahua Sur,Meoqui,106000,106000,,14,,7571.43,
04/06/2026,Vale Amigo,Pacifico,Sonora Sur,Navojoa,106000,106000,,16,,6625,
11/06/2026,Vale Amigo,Noreste,Coahuila,Parras,106000,58000,48000,7,2,8285.71,24000
11/06/2026,Vale Amigo,Noreste,Coahuila Norte,Monclova,106000,84000,22000,12,1,7000,22000
16/06/2026,Vale Amigo,Digital Suroeste,Digital Oaxaca,Juchitan Digital,106000,106000,,16,,6625,
17/06/2026,Vale Amigo,Sureste,Tabasco Norte,Paraiso,106000,106000,,16,,6625,
20/06/2026,Vale Amigo,Sureste,Veracruz Norte,Poza Rica,106000,106000,,14,,7571.43,
24/06/2026,Vale Amigo,Bajio,Morelia,Morelia,106000,73000,33000,12,2,6083.33,16500
24/06/2026,Vale Amigo,Pacifico,Sinaloa Centro,Guamuchil,106000,106000,,16,,6625,
26/06/2026,Vale Amigo,Pacifico,Obregon,Obregón Perisur,106000,94000,12000,12,1,7833.33,12000
27/06/2026,Vale Amigo,Pacifico,Sonora Norte 1,Magdalena,106000,106000,,12,,8833.33,
29/06/2026,Vale Amigo,Noreste,Coahuila Norte,Monclova,106000,70000,36000,11,2,6363.64,18000
29/06/2026,Viva Vale,Noreste,Coahuila Norte,Monclova,106000,91000,15000,12,1,7583.33,15000
30/06/2026,Viva Vale,Noreste,San Luis,Ciudad Valles,106000,71000,35000,9,2,7888.89,17500
03/07/2026,Viva Vale,Chihuahua,Chihuahua Centro,Cuauhtemoc,106000,66000,40000,8,2,8250,20000
04/07/2026,Vale Amigo,Sureste,Veracruz Sur,Acayucan,106000,58000,48000,9,3,6444.44,16000
01/06/2026,Vale Amigo,Chihuahua,Chihuahua Sur,Meoqui,105500,67500,38000,10,2,6750,19000
04/06/2026,Vale Amigo,Sureste,Tabasco Centro,Macuspana,105500,53500,52000,8,4,6687.5,13000
05/06/2026,Vale Amigo,Bajio,Tepic,Vallarta,105500,105500,,15,,7033.33,
25/06/2026,Vale Amigo,Pacifico,Sinaloa Centro,Culiacán San Isidro,105500,69500,36000,11,2,6318.18,18000
29/06/2026,Vale Amigo,Baja Sonora Norte,Mexicali,Mexicali,105500,90500,15000,12,1,7541.67,15000
03/07/2026,Vale Amigo,Noreste,Coahuila,San Pedro,105500,105500,,17,,6205.88,
06/07/2026,Vale Amigo,Noreste,Coahuila Norte,Acuña,105500,75500,30000,12,1,6291.67,30000
04/07/2026,Vale Amigo,Sureste,Tabasco Centro,Villahermosa 2,105226,87226,18000,17,1,5130.94,18000
05/06/2026,Vale Amigo,Bajio,Tepic,Tepic,105000,105000,,15,,7000,
06/06/2026,Vale Amigo,Pacifico,Sonora Centro,Empalme,105000,90000,15000,13,1,6923.08,15000
08/06/2026,Vale Amigo,Bajio,Sinaloa Sur 2,Acaponeta,105000,82000,23000,11,2,7454.55,11500
08/06/2026,Vale Amigo,Sureste,Veracruz Centro,Cordoba,105000,83000,22000,16,2,5187.5,11000
13/06/2026,Vale Amigo,Pacifico,Sinaloa Centro,Culiacán San Isidro,105000,83000,22000,11,1,7545.45,22000
16/06/2026,Viva Vale,Bajio,Morelia,Celaya,105000,63000,42000,8,3,7875,14000
02/07/2026,Vale Amigo,Noreste,Digital San Luis,Cd Victoria Digital,105000,97000,8000,16,1,6062.5,8000
